"","poll.end.date","poll.source","party","variable","value"
"8124","15-Dec-12","Nielsen","ALP","55+","35"
"8125","15-Dec-12","Nielsen","GRN","55+","6"
"8126","15-Dec-12","Nielsen","OTH","55+","3"
"8127","17-Nov-12","Nielsen","IND","55+","4"
"8128","17-Nov-12","Nielsen","FFP","55+","1"
"8129","17-Nov-12","Nielsen","COAL","55+","57"
"8130","17-Nov-12","Nielsen","ALP","55+","31"
"8131","17-Nov-12","Nielsen","GRN","55+","5"
"8132","17-Nov-12","Nielsen","OTH","55+","2"
"8133","20-Oct-12","Nielsen","IND","55+","6"
"8134","20-Oct-12","Nielsen","FFP","55+","0.5"
"8135","20-Oct-12","Nielsen","COAL","55+","49"
"8136","20-Oct-12","Nielsen","ALP","55+","38"
"8137","20-Oct-12","Nielsen","GRN","55+","5"
"8138","20-Oct-12","Nielsen","OTH","55+","2"
"8139","30-Sep-12","Newspoll","COAL","55+",""
"8140","30-Sep-12","Newspoll","ALP","55+",""
"8141","30-Sep-12","Newspoll","GRN","55+",""
"8142","30-Sep-12","Newspoll","OTH","55+",""
"8143","15-Sep-12","Nielsen","IND","55+","6"
"8144","15-Sep-12","Nielsen","FFP","55+","1"
"8145","15-Sep-12","Nielsen","COAL","55+","52"
"8146","15-Sep-12","Nielsen","ALP","55+","32"
"8147","15-Sep-12","Nielsen","GRN","55+","5"
"8148","15-Sep-12","Nielsen","OTH","55+","4"
"8149","25-Aug-12","Nielsen","IND","55+","6"
"8150","25-Aug-12","Nielsen","FFP","55+","1"
"8151","25-Aug-12","Nielsen","COAL","55+","53"
"8152","25-Aug-12","Nielsen","ALP","55+","31"
"8153","25-Aug-12","Nielsen","GRN","55+","7"
"8154","25-Aug-12","Nielsen","OTH","55+","2"
"8155","28-Jul-12","Nielsen","IND","55+","4"
"8156","28-Jul-12","Nielsen","FFP","55+","1"
"8157","28-Jul-12","Nielsen","COAL","55+","49"
"8158","28-Jul-12","Nielsen","ALP","55+","37"
"8159","28-Jul-12","Nielsen","GRN","55+","7"
"8160","28-Jul-12","Nielsen","OTH","55+","2"
"8161","30-Jun-12","Nielsen","IND","55+","6"
"8162","30-Jun-12","Nielsen","FFP","55+","1"
"8163","30-Jun-12","Nielsen","COAL","55+","53"
"8164","30-Jun-12","Newspoll","COAL","55+",""
"8165","30-Jun-12","Nielsen","ALP","55+","31"
"8166","30-Jun-12","Nielsen","GRN","55+","7"
"8167","30-Jun-12","Nielsen","OTH","55+","2"
"8168","30-Jun-12","Newspoll","ALP","55+",""
"8169","30-Jun-12","Newspoll","GRN","55+",""
"8170","30-Jun-12","Newspoll","OTH","55+",""
"8171","02-Jun-12","Nielsen","IND","55+","6"
"8172","02-Jun-12","Nielsen","FFP","55+","1"
"8173","02-Jun-12","Nielsen","COAL","55+","53"
"8174","02-Jun-12","Nielsen","ALP","55+","30"
"8175","02-Jun-12","Nielsen","GRN","55+","7"
"8176","02-Jun-12","Nielsen","OTH","55+","4"
"8177","31-Mar-12","Nielsen","IND","55+","5"
"8178","31-Mar-12","Nielsen","FFP","55+","1"
"8179","31-Mar-12","Nielsen","COAL","55+","58"
"8180","31-Mar-12","Newspoll","COAL","55+",""
"8181","31-Mar-12","Nielsen","ALP","55+","27"
"8182","31-Mar-12","Nielsen","GRN","55+","8"
"8183","31-Mar-12","Nielsen","OTH","55+","1"
"8184","31-Mar-12","Newspoll","ALP","55+",""
"8185","31-Mar-12","Newspoll","GRN","55+",""
"8186","31-Mar-12","Newspoll","OTH","55+",""
"8187","23-Feb-12","Nielsen","IND","55+","6"
"8188","23-Feb-12","Nielsen","FFP","55+","1"
"8189","23-Feb-12","Nielsen","COAL","55+","51"
"8190","23-Feb-12","Nielsen","OTH","55+","2"
"8191","23-Feb-12","Nielsen","ALP","55+","34"
"8192","23-Feb-12","Nielsen","GRN","55+","6"
"8193","02-Feb-12","Nielsen","IND","55+","6"
"8194","02-Feb-12","Nielsen","FFP","55+","1"
"8195","02-Feb-12","Nielsen","COAL","55+","50"
"8196","02-Feb-12","Nielsen","OTH","55+","1"
"8197","02-Feb-12","Nielsen","ALP","55+","33"
"8198","02-Feb-12","Nielsen","GRN","55+","9"
"8199","31-Dec-11","Newspoll","COAL","55+",""
"8200","31-Dec-11","Newspoll","OTH","55+",""
"8201","31-Dec-11","Newspoll","ALP","55+",""
"8202","31-Dec-11","Newspoll","GRN","55+",""
"8203","10-Dec-11","Nielsen","IND","55+","5"
"8204","10-Dec-11","Nielsen","FFP","55+","<0.5"
"8205","10-Dec-11","Nielsen","COAL","55+","58"
"8206","10-Dec-11","Nielsen","OTH","55+","3"
"8207","10-Dec-11","Nielsen","ALP","55+","28"
"8208","10-Dec-11","Nielsen","GRN","55+","5"
"8209","12-Nov-11","Nielsen","IND","55+","5"
"8210","12-Nov-11","Nielsen","FFP","55+","1"
"8211","12-Nov-11","Nielsen","COAL","55+","52"
"8212","12-Nov-11","Nielsen","OTH","55+","2"
"8213","12-Nov-11","Nielsen","ALP","55+","31"
"8214","12-Nov-11","Nielsen","GRN","55+","10"
"8215","15-Oct-11","Nielsen","IND","55+","6"
"8216","15-Oct-11","Nielsen","FFP","55+","1"
"8217","15-Oct-11","Nielsen","COAL","55+","54"
"8218","15-Oct-11","Nielsen","OTH","55+","3"
"8219","15-Oct-11","Nielsen","ALP","55+","30"
"8220","15-Oct-11","Nielsen","GRN","55+","6"
"8221","30-Sep-11","Newspoll","COAL","55+",""
"8222","30-Sep-11","Newspoll","OTH","55+",""
"8223","30-Sep-11","Newspoll","ALP","55+",""
"8224","30-Sep-11","Newspoll","GRN","55+",""
"8225","10-Sep-11","Nielsen","IND","55+","5"
"8226","10-Sep-11","Nielsen","FFP","55+","2"
"8227","10-Sep-11","Nielsen","COAL","55+","56"
"8228","10-Sep-11","Nielsen","OTH","55+","2"
"8229","10-Sep-11","Nielsen","ALP","55+","29"
"8230","10-Sep-11","Nielsen","GRN","55+","7"
"8231","13-Aug-11","Nielsen","IND","55+","7"
"8232","13-Aug-11","Nielsen","FFP","55+","1"
"8233","13-Aug-11","Nielsen","COAL","55+","52"
"8234","13-Aug-11","Nielsen","OTH","55+","2"
"8235","13-Aug-11","Nielsen","ALP","55+","29"
"8236","13-Aug-11","Nielsen","GRN","55+","8"
"8237","16-Jul-11","Nielsen","IND","55+","5"
"8238","16-Jul-11","Nielsen","FFP","55+","1"
"8239","16-Jul-11","Nielsen","COAL","55+","57"
"8240","16-Jul-11","Nielsen","OTH","55+","4"
"8241","16-Jul-11","Nielsen","ALP","55+","27"
"8242","16-Jul-11","Nielsen","GRN","55+","6"
"8243","30-Jun-11","Newspoll","COAL","55+",""
"8244","30-Jun-11","Newspoll","OTH","55+",""
"8245","30-Jun-11","Newspoll","ALP","55+",""
"8246","30-Jun-11","Newspoll","GRN","55+",""
"8247","16-Jun-11","Nielsen","IND","55+","5"
"8248","16-Jun-11","Nielsen","FFP","55+","<0.5"
"8249","16-Jun-11","Nielsen","OTH","55+","3"
"8250","16-Jun-11","Nielsen","COAL","55+","55"
"8251","16-Jun-11","Nielsen","ALP","55+","30"
"8252","16-Jun-11","Nielsen","GRN","55+","6"
"8253","14-May-11","Nielsen","OTH","55+","3"
"8254","14-May-11","Nielsen","IND","55+","8"
"8255","14-May-11","Nielsen","FFP","55+","1"
"8256","14-May-11","Nielsen","COAL","55+","54"
"8257","14-May-11","Nielsen","ALP","55+","29"
"8258","14-May-11","Nielsen","GRN","55+","5"
"8259","10-May-11","Nielsen","OTH","55+","3"
"8260","10-May-11","Nielsen","ALP","55+","26"
"8261","10-May-11","Nielsen","COAL","55+","57"
"8262","10-May-11","Nielsen","IND","55+","5"
"8263","10-May-11","Nielsen","FFP","55+","1"
"8264","10-May-11","Nielsen","GRN","55+","9"
"8265","16-Apr-11","Nielsen","OTH","55+","2"
"8266","16-Apr-11","Nielsen","ALP","55+","32"
"8267","16-Apr-11","Nielsen","COAL","55+","54"
"8268","16-Apr-11","Nielsen","IND","55+","6"
"8269","16-Apr-11","Nielsen","FFP","55+","1"
"8270","16-Apr-11","Nielsen","GRN","55+","6"
"8271","31-Mar-11","Newspoll","OTH","55+",""
"8272","31-Mar-11","Newspoll","ALP","55+",""
"8273","31-Mar-11","Newspoll","COAL","55+",""
"8274","31-Mar-11","Newspoll","GRN","55+",""
"8275","12-Mar-11","Nielsen","OTH","55+","3"
"8276","12-Mar-11","Nielsen","ALP","55+","30"
"8277","12-Mar-11","Nielsen","COAL","55+","55"
"8278","12-Mar-11","Nielsen","IND","55+","5"
"8279","12-Mar-11","Nielsen","FFP","55+","1"
"8280","12-Mar-11","Nielsen","GRN","55+","6"
"8281","12-Feb-11","Nielsen","OTH","55+","1"
"8282","12-Feb-11","Nielsen","ALP","55+","34"
"8283","12-Feb-11","Nielsen","COAL","55+","53"
"8284","12-Feb-11","Nielsen","IND","55+","4"
"8285","12-Feb-11","Nielsen","FFP","55+","1"
"8286","12-Feb-11","Nielsen","GRN","55+","6"
"8287","31-Dec-10","Newspoll","OTH","55+",""
"8288","31-Dec-10","Newspoll","ALP","55+",""
"8289","31-Dec-10","Newspoll","COAL","55+",""
"8290","31-Dec-10","Newspoll","GRN","55+",""
"8291","20-Nov-10","Nielsen","OTH","55+","2"
"8292","20-Nov-10","Nielsen","ALP","55+","32"
"8293","20-Nov-10","Nielsen","GRN","55+","7"
"8294","20-Nov-10","Nielsen","COAL","55+","54"
"8295","20-Nov-10","Nielsen","IND","55+","4"
"8296","20-Nov-10","Nielsen","FFP","55+","1"
"8297","23-Oct-10","Nielsen","OTH","55+","1"
"8298","23-Oct-10","Nielsen","ALP","55+","34"
"8299","23-Oct-10","Nielsen","GRN","55+","8"
"8300","23-Oct-10","Nielsen","COAL","55+","50"
"8301","23-Oct-10","Nielsen","IND","55+","6"
"8302","23-Oct-10","Nielsen","FFP","55+","1"
"8303","19-Aug-10","Nielsen","GRN","55+",""
"8304","19-Aug-10","Nielsen","ALP","55+","39"
"8305","19-Aug-10","Nielsen","COAL","55+","47"
"8306","19-Aug-10","Nielsen","DEM","55+","1"
"8307","19-Aug-10","Nielsen","GRN","55+","10"
"8308","19-Aug-10","Nielsen","IND","55+","1"
"8309","19-Aug-10","Nielsen","FFP","55+","2"
"8310","19-Aug-10","Nielsen","OTH","55+","1"
"8311","15-Aug-10","Newspoll","ALP","55+",""
"8312","15-Aug-10","Newspoll","GRN","55+",""
"8313","15-Aug-10","Newspoll","COAL","55+",""
"8314","12-Aug-10","Nielsen","GRN","55+","9"
"8315","08-Aug-10","Newspoll","ALP","55+",""
"8316","08-Aug-10","Newspoll","GRN","55+",""
"8317","08-Aug-10","Newspoll","COAL","55+",""
"8318","05-Aug-10","Nielsen","GRN","55+","9"
"8319","05-Aug-10","Nielsen","ALP","55+","35"
"8320","05-Aug-10","Nielsen","COAL","55+","50"
"8321","05-Aug-10","Nielsen","IND","55+","2"
"8322","05-Aug-10","Nielsen","FFP","55+","1"
"8323","05-Aug-10","Nielsen","OTH","55+","3"
"8324","01-Aug-10","Newspoll","ALP","55+",""
"8325","01-Aug-10","Newspoll","GRN","55+",""
"8326","01-Aug-10","Newspoll","COAL","55+",""
"8327","29-Jul-10","Nielsen","ALP","55+","31"
"8328","29-Jul-10","Nielsen","COAL","55+","57"
"8329","29-Jul-10","Nielsen","GRN","55+","8"
"8330","29-Jul-10","Nielsen","IND","55+","2"
"8331","29-Jul-10","Nielsen","FFP","55+","1"
"8332","29-Jul-10","Nielsen","OTH","55+","1"
"8333","22-Jul-10","Nielsen","GRN","55+","8"
"8334","22-Jul-10","Nielsen","ALP","55+","38"
"8335","22-Jul-10","Nielsen","COAL","55+","49"
"8336","22-Jul-10","Nielsen","IND","55+","3"
"8337","22-Jul-10","Nielsen","FFP","55+","1"
"8338","22-Jul-10","Nielsen","OTH","55+","0"
"8339","10-Jul-10","Nielsen","GRN","55+","9"
"8340","30-Jun-10","Newspoll","OTH","55+",""
"8341","30-Jun-10","Newspoll","ALP","55+",""
"8342","30-Jun-10","Newspoll","GRN","55+",""
"8343","30-Jun-10","Newspoll","COAL","55+",""
"8344","25-Jun-10","Nielsen","GRN","55+","4"
"8345","25-Jun-10","Nielsen","ALP","55+","45"
"8346","25-Jun-10","Nielsen","COAL","55+","47"
"8347","25-Jun-10","Nielsen","IND","55+","2"
"8348","25-Jun-10","Nielsen","FFP","55+","0"
"8349","25-Jun-10","Nielsen","OTH","55+","1"
"8350","25-Jun-10","Nielsen","ALP","55+","45"
"8351","25-Jun-10","Nielsen","COAL","55+","47"
"8352","25-Jun-10","Nielsen","GRN","55+","4"
"8353","25-Jun-10","Nielsen","IND","55+","2"
"8354","25-Jun-10","Nielsen","FFP","55+","0"
"8355","25-Jun-10","Nielsen","OTH","55+","1"
"8356","05-Jun-10","Nielsen","GRN","55+","10"
"8357","08-May-10","Nielsen","GRN","55+","8"
"8358","17-Apr-10","Nielsen","GRN","55+","6"
"8359","17-Apr-10","Nielsen","ALP","55+","34"
"8360","17-Apr-10","Nielsen","COAL","55+","54"
"8361","17-Apr-10","Nielsen","IND","55+","4"
"8362","17-Apr-10","Nielsen","FFP","55+","0"
"8363","17-Apr-10","Nielsen","OTH","55+","2"
"8364","31-Mar-10","Newspoll","ALP","55+",""
"8365","31-Mar-10","Newspoll","OTH","55+",""
"8366","31-Mar-10","Newspoll","ALP","55+",""
"8367","31-Mar-10","Newspoll","GRN","55+",""
"8368","31-Mar-10","Newspoll","GRN","55+",""
"8369","31-Mar-10","Newspoll","COAL","55+",""
"8370","31-Mar-10","Newspoll","COAL","55+",""
"8371","06-Mar-10","Nielsen","GRN","55+","6"
"8372","06-Feb-10","Nielsen","GRN","55+","5"
"8373","06-Feb-10","Nielsen","ALP","55+","44"
"8374","06-Feb-10","Nielsen","COAL","55+","45"
"8375","06-Feb-10","Nielsen","IND","55+","3"
"8376","06-Feb-10","Nielsen","FFP","55+","1"
"8377","06-Feb-10","Nielsen","OTH","55+","2"
"8378","31-Dec-09","Newspoll","ALP","55+",""
"8379","31-Dec-09","Newspoll","GRN","55+",""
"8380","31-Dec-09","Newspoll","OTH","55+",""
"8381","31-Dec-09","Newspoll","COAL","55+",""
"8382","28-Nov-09","Nielsen","ALP","55+","39"
"8383","28-Nov-09","Nielsen","COAL","55+","45"
"8384","28-Nov-09","Nielsen","GRN","55+","7"
"8385","28-Nov-09","Nielsen","IND","55+","6"
"8386","28-Nov-09","Nielsen","FFP","55+","1"
"8387","28-Nov-09","Nielsen","OTH","55+","2"
"8388","07-Nov-09","Nielsen","ALP","55+","42"
"8389","07-Nov-09","Nielsen","COAL","55+","47"
"8390","07-Nov-09","Nielsen","GRN","55+","6"
"8391","07-Nov-09","Nielsen","IND","55+","2"
"8392","07-Nov-09","Nielsen","FFP","55+","1"
"8393","07-Nov-09","Nielsen","OTH","55+","2"
"8394","10-Oct-09","Nielsen","ALP","55+","42"
"8395","10-Oct-09","Nielsen","COAL","55+","46"
"8396","10-Oct-09","Nielsen","GRN","55+","5"
"8397","10-Oct-09","Nielsen","IND","55+","4"
"8398","10-Oct-09","Nielsen","FFP","55+","1"
"8399","10-Oct-09","Nielsen","OTH","55+","1"
"8400","30-Sep-09","Newspoll","ALP","55+",""
"8401","30-Sep-09","Newspoll","GRN","55+",""
"8402","30-Sep-09","Newspoll","OTH","55+",""
"8403","30-Sep-09","Newspoll","COAL","55+",""
"8404","12-Sep-09","Nielsen","ALP","55+","43"
"8405","12-Sep-09","Nielsen","COAL","55+","48"
"8406","12-Sep-09","Nielsen","GRN","55+","4"
"8407","12-Sep-09","Nielsen","IND","55+","3"
"8408","12-Sep-09","Nielsen","FFP","55+","1"
"8409","12-Sep-09","Nielsen","OTH","55+","2"
"8410","15-Aug-09","Nielsen","ALP","55+","41"
"8411","15-Aug-09","Nielsen","COAL","55+","47"
"8412","15-Aug-09","Nielsen","GRN","55+","6"
"8413","15-Aug-09","Nielsen","IND","55+","3"
"8414","15-Aug-09","Nielsen","FFP","55+","1"
"8415","15-Aug-09","Nielsen","OTH","55+","3"
"8416","30-Jun-09","Newspoll","ALP","55+",""
"8417","30-Jun-09","Newspoll","GRN","55+",""
"8418","30-Jun-09","Newspoll","OTH","55+",""
"8419","30-Jun-09","Newspoll","COAL","55+",""
"8420","27-Jun-09","Nielsen","ALP","55+","42"
"8421","27-Jun-09","Nielsen","COAL","55+","45"
"8422","27-Jun-09","Nielsen","GRN","55+","5"
"8423","27-Jun-09","Nielsen","IND","55+","4"
"8424","27-Jun-09","Nielsen","FFP","55+","1"
"8425","27-Jun-09","Nielsen","OTH","55+","2"
"8426","16-May-09","Nielsen","ALP","55+","37"
"8427","16-May-09","Nielsen","COAL","55+","53"
"8428","16-May-09","Nielsen","GRN","55+","4"
"8429","16-May-09","Nielsen","IND","55+","2"
"8430","16-May-09","Nielsen","FFP","55+","1"
"8431","16-May-09","Nielsen","OTH","55+","2"
"8432","31-Mar-09","Newspoll","ALP","55+",""
"8433","31-Mar-09","Newspoll","GRN","55+",""
"8434","31-Mar-09","Newspoll","OTH","55+",""
"8435","31-Mar-09","Newspoll","COAL","55+",""
"8436","27-Mar-09","Nielsen","ALP","55+","43"
"8437","27-Mar-09","Nielsen","COAL","55+","45"
"8438","27-Mar-09","Nielsen","GRN","55+","5"
"8439","27-Mar-09","Nielsen","IND","55+","3"
"8440","27-Mar-09","Nielsen","FFP","55+","1"
"8441","27-Mar-09","Nielsen","OTH","55+","2"
"8442","31-Dec-08","Newspoll","ALP","55+",""
"8443","31-Dec-08","Newspoll","GRN","55+",""
"8444","31-Dec-08","Newspoll","OTH","55+",""
"8445","31-Dec-08","Newspoll","COAL","55+",""
"8446","15-Nov-08","Nielsen","ALP","55+","42"
"8447","15-Nov-08","Nielsen","COAL","55+","45"
"8448","15-Nov-08","Nielsen","GRN","55+","8"
"8449","15-Nov-08","Nielsen","IND","55+","3"
"8450","15-Nov-08","Nielsen","FFP","55+","0"
"8451","15-Nov-08","Nielsen","OTH","55+","3"
"8452","18-Oct-08","Nielsen","ALP","55+","44"
"8453","18-Oct-08","Nielsen","COAL","55+","47"
"8454","18-Oct-08","Nielsen","GRN","55+","4"
"8455","18-Oct-08","Nielsen","IND","55+","3"
"8456","18-Oct-08","Nielsen","FFP","55+","1"
"8457","18-Oct-08","Nielsen","OTH","55+","2"
"8458","30-Sep-08","Newspoll","ALP","55+",""
"8459","30-Sep-08","Newspoll","GRN","55+",""
"8460","30-Sep-08","Newspoll","OTH","55+",""
"8461","30-Sep-08","Newspoll","COAL","55+",""
"8462","20-Sep-08","Nielsen","ALP","55+","39"
"8463","20-Sep-08","Nielsen","COAL","55+","51"
"8464","20-Sep-08","Nielsen","GRN","55+","4"
"8465","20-Sep-08","Nielsen","IND","55+","4"
"8466","20-Sep-08","Nielsen","FFP","55+","0"
"8467","20-Sep-08","Nielsen","OTH","55+","2"
"8468","30-Jun-08","Newspoll","ALP","55+",""
"8469","30-Jun-08","Newspoll","GRN","55+",""
"8470","30-Jun-08","Newspoll","OTH","55+",""
"8471","30-Jun-08","Newspoll","COAL","55+",""
"8472","14-Jun-08","Nielsen","ALP","55+","40"
"8473","14-Jun-08","Nielsen","COAL","55+","47"
"8474","14-Jun-08","Nielsen","GRN","55+","6"
"8475","14-Jun-08","Nielsen","IND","55+","3"
"8476","14-Jun-08","Nielsen","FFP","55+","1"
"8477","14-Jun-08","Nielsen","OTH","55+","1"
"8478","17-May-08","Nielsen","ALP","55+","43"
"8479","17-May-08","Nielsen","COAL","55+","46"
"8480","17-May-08","Nielsen","GRN","55+","6"
"8481","17-May-08","Nielsen","IND","55+","2"
"8482","17-May-08","Nielsen","FFP","55+","2"
"8483","17-May-08","Nielsen","OTH","55+","1"
"8484","30-Mar-08","Newspoll","ALP","55+",""
"8485","30-Mar-08","Newspoll","GRN","55+",""
"8486","30-Mar-08","Newspoll","OTH","55+",""
"8487","30-Mar-08","Newspoll","COAL","55+",""
"8488","18-Nov-07","Newspoll","ALP","55+",""
"8489","18-Nov-07","Newspoll","GRN","55+",""
"8490","18-Nov-07","Newspoll","OTH","55+",""
"8491","18-Nov-07","Newspoll","COAL","55+",""
"8492","11-Nov-07","Newspoll","ALP","55+",""
"8493","11-Nov-07","Newspoll","GRN","55+",""
"8494","11-Nov-07","Newspoll","OTH","55+",""
"8495","11-Nov-07","Newspoll","COAL","55+",""
"8496","04-Nov-07","Newspoll","ALP","55+",""
"8497","04-Nov-07","Newspoll","GRN","55+",""
"8498","04-Nov-07","Newspoll","OTH","55+",""
"8499","04-Nov-07","Newspoll","COAL","55+",""
"8500","28-Oct-07","Newspoll","ALP","55+",""
"8501","28-Oct-07","Newspoll","GRN","55+",""
"8502","28-Oct-07","Newspoll","OTH","55+",""
"8503","28-Oct-07","Newspoll","COAL","55+",""
"8504","30-Sep-07","Newspoll","ALP","55+",""
"8505","30-Sep-07","Newspoll","GRN","55+",""
"8506","30-Sep-07","Newspoll","OTH","55+",""
"8507","30-Sep-07","Newspoll","COAL","55+",""
"8508","08-Sep-07","Nielsen","ALP","55+","45"
"8509","08-Sep-07","Nielsen","COAL","55+","48"
"8510","08-Sep-07","Nielsen","GRN","55+","4"
"8511","08-Sep-07","Nielsen","IND","55+","2"
"8512","08-Sep-07","Nielsen","FFP","55+","0"
"8513","08-Sep-07","Nielsen","OTH","55+","2"
"8514","30-Jul-07","Newspoll","ALP","55+",""
"8515","30-Jul-07","Newspoll","GRN","55+",""
"8516","30-Jul-07","Newspoll","OTH","55+",""
"8517","30-Jul-07","Newspoll","COAL","55+",""
"8518","31-Mar-07","Newspoll","ALP","55+",""
"8519","31-Mar-07","Newspoll","GRN","55+",""
"8520","31-Mar-07","Newspoll","OTH","55+",""
"8521","31-Mar-07","Newspoll","COAL","55+",""
"8522","30-Nov-06","Newspoll","ALP","55+",""
"8523","30-Nov-06","Newspoll","GRN","55+",""
"8524","30-Nov-06","Newspoll","OTH","55+",""
"8525","30-Nov-06","Newspoll","COAL","55+",""
"8526","30-Sep-06","Newspoll","ALP","55+",""
"8527","30-Sep-06","Newspoll","GRN","55+",""
"8528","30-Sep-06","Newspoll","OTH","55+",""
"8529","30-Sep-06","Newspoll","COAL","55+",""
"8530","30-Jun-06","Newspoll","COAL","55+",""
"8531","30-Jun-06","Newspoll","ALP","55+",""
"8532","30-Jun-06","Newspoll","GRN","55+",""
"8533","30-Jun-06","Newspoll","OTH","55+",""
"8534","31-Mar-06","Newspoll","COAL","55+",""
"8535","31-Mar-06","Newspoll","ALP","55+",""
"8536","31-Mar-06","Newspoll","GRN","55+",""
"8537","31-Mar-06","Newspoll","OTH","55+",""
"8538","31-Dec-05","Newspoll","COAL","55+",""
"8539","31-Dec-05","Newspoll","ALP","55+",""
"8540","31-Dec-05","Newspoll","GRN","55+",""
"8541","31-Dec-05","Newspoll","OTH","55+",""
"8542","30-Sep-05","Newspoll","COAL","55+",""
"8543","30-Sep-05","Newspoll","ALP","55+",""
"8544","30-Sep-05","Newspoll","GRN","55+",""
"8545","30-Sep-05","Newspoll","OTH","55+",""
"8546","30-Jun-05","Newspoll","COAL","55+",""
"8547","30-Jun-05","Newspoll","ALP","55+",""
"8548","30-Jun-05","Newspoll","GRN","55+",""
"8549","30-Jun-05","Newspoll","OTH","55+",""
"8550","31-Mar-05","Newspoll","COAL","55+",""
"8551","31-Mar-05","Newspoll","ALP","55+",""
"8552","31-Mar-05","Newspoll","GRN","55+",""
"8553","31-Mar-05","Newspoll","OTH","55+",""
"8554","03-Oct-04","Newspoll","COAL","55+",""
"8555","03-Oct-04","Newspoll","ALP","55+",""
"8556","03-Oct-04","Newspoll","OTH","55+",""
"8557","03-Oct-04","Newspoll","GRN","55+",""
"8558","26-Sep-04","Newspoll","COAL","55+",""
"8559","26-Sep-04","Newspoll","ALP","55+",""
"8560","26-Sep-04","Newspoll","OTH","55+",""
"8561","26-Sep-04","Newspoll","GRN","55+",""
"8562","19-Sep-04","Newspoll","COAL","55+",""
"8563","19-Sep-04","Newspoll","ALP","55+",""
"8564","19-Sep-04","Newspoll","OTH","55+",""
"8565","19-Sep-04","Newspoll","GRN","55+",""
"8566","12-Sep-04","Newspoll","COAL","55+",""
"8567","12-Sep-04","Newspoll","ALP","55+",""
"8568","12-Sep-04","Newspoll","OTH","55+",""
"8569","12-Sep-04","Newspoll","GRN","55+",""
"8570","31-Aug-04","Newspoll","COAL","55+",""
"8571","31-Aug-04","Newspoll","ALP","55+",""
"8572","31-Aug-04","Newspoll","OTH","55+",""
"8573","30-Jun-04","Newspoll","COAL","55+",""
"8574","30-Jun-04","Newspoll","ALP","55+",""
"8575","30-Jun-04","Newspoll","OTH","55+",""
"8576","30-Jun-04","Newspoll","GRN","55+",""
"8577","31-Mar-04","Newspoll","COAL","55+",""
"8578","31-Mar-04","Newspoll","ALP","55+",""
"8579","31-Mar-04","Newspoll","GRN","55+",""
"8580","31-Mar-04","Newspoll","OTH","55+",""
"8581","31-Dec-03","Newspoll","COAL","55+",""
"8582","31-Dec-03","Newspoll","ALP","55+",""
"8583","31-Dec-03","Newspoll","OTH","55+",""
"8584","30-Sep-03","Newspoll","COAL","55+",""
"8585","30-Sep-03","Newspoll","ALP","55+",""
"8586","30-Sep-03","Newspoll","OTH","55+",""
"8587","30-Sep-03","Newspoll","GRN","55+",""
"8588","30-Jun-03","Newspoll","COAL","55+",""
"8589","30-Jun-03","Newspoll","ALP","55+",""
"8590","30-Jun-03","Newspoll","OTH","55+",""
"8591","31-Mar-03","Newspoll","COAL","55+",""
"8592","31-Mar-03","Newspoll","ALP","55+",""
"8593","31-Mar-03","Newspoll","OTH","55+",""
"8594","31-Dec-02","Newspoll","COAL","55+",""
"8595","31-Dec-02","Newspoll","ALP","55+",""
"8596","31-Dec-02","Newspoll","OTH","55+",""
"8597","30-Sep-02","Newspoll","COAL","55+",""
"8598","30-Sep-02","Newspoll","ALP","55+",""
"8599","30-Sep-02","Newspoll","OTH","55+",""
"8600","30-Sep-02","Newspoll","GRN","55+",""
"8601","30-Jun-02","Newspoll","COAL","55+",""
"8602","30-Jun-02","Newspoll","ALP","55+",""
"8603","30-Jun-02","Newspoll","OTH","55+",""
