"","poll.end.date","poll.source","liberal","national","coalition","alp","greens","palmer.united","family.first","democrats","pauline.hanson.one.nation","others","coalition.2pp","labor.2pp","satisfied.pm","dissatisfied.pm","satisfied.loto","dissatisfied.loto","prime.minister.ppm","opposition.leader..ppm.","prime.minister","opposition.leader"
"144",2013-05-20,"Essential",45,3,48,35,8,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"145",2013-05-19,"Newspoll",NA,NA,46,31,9,NA,NA,NA,NA,14,56,44,31,59,37,54,39,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"146",2013-05-19,"Galaxy",NA,NA,46,34,10,NA,NA,NA,NA,10,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"147",2013-05-19,"Morgan",43,2.5,45.5,32,10,NA,NA,NA,NA,12.5,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"148",2013-05-18,"Nielsen",NA,NA,44,32,11,NA,2,NA,NA,11,54,46,40,56,42,54,46,46,"MS JULIA GILLARD","MR TONY ABBOTT"
"149",2013-05-13,"Essential",44,3,48,34,9,NA,NA,NA,NA,10,55,45,38,54,40,50,39,41,"MS JULIA GILLARD","MR TONY ABBOTT"
"150",2013-05-12,"Morgan",43,3.5,46.5,32,9.5,NA,NA,NA,NA,12,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"151",2013-05-06,"Essential",44,4,48,33,9,NA,NA,NA,NA,10,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"152",2013-05-05,"Newspoll",NA,NA,47,31,10,NA,NA,NA,NA,12,56,44,29,61,36,51,37,42,"MS JULIA GILLARD","MR TONY ABBOTT"
"153",2013-05-05,"Morgan",43,3,46,32,8.5,NA,NA,NA,NA,13.5,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"154",2013-05-03,"ReachTEL",45.2,3.3,48.5,29.3,10.2,NA,NA,NA,NA,11.9,58,42,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"155",2013-04-29,"Essential",45,3,48,34,9,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"156",2013-04-28,"Morgan",45,3,48,30.5,11,NA,NA,NA,NA,10.5,58,42,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"157",2013-04-22,"Morgan",41.5,2.5,44,32.5,10.5,NA,NA,NA,NA,13,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"158",2013-04-22,"Essential",44,3,47,34,9,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"159",2013-04-21,"Newspoll",NA,NA,46,32,10,NA,NA,NA,NA,12,55,45,30,60,36,53,35,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"160",2013-04-15,"Essential",44,3,48,34,9,NA,NA,NA,NA,9,55,45,34,56,37,52,37,39,"MS JULIA GILLARD","MR TONY ABBOTT"
"161",2013-04-14,"Morgan",44.5,3,47.5,32,10.5,NA,NA,NA,NA,10,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"162",2013-04-14,"Nielsen",NA,NA,49,29,12,NA,1,NA,NA,10,57,43,37,59,43,53,42,50,"MS JULIA GILLARD","MR TONY ABBOTT"
"163",2013-04-12,"ReachTEL",46.1,3.7,49.8,31.3,10.2,NA,NA,NA,NA,8.8,57,43,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"164",2013-04-11,"Galaxy",NA,NA,47,33,12,NA,NA,NA,NA,8,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"165",2013-04-08,"Essential",47,2,49,32,9,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"166",2013-04-07,"Newspoll",NA,NA,48,32,10,NA,NA,NA,NA,12,55,45,28,62,35,54,37,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"167",2013-04-07,"Morgan",43,3.5,46.5,31,10,NA,NA,NA,NA,12.5,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"168",2013-04-02,"Essential",47,2,49,31,11,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"169",2013-04-01,"Morgan",45.5,3.5,49,30,11,NA,NA,NA,NA,10,57.5,42.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"170",2013-03-25,"Essential",45,2,47,33,11,NA,NA,NA,NA,9,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"171",2013-03-24,"Newspoll",NA,NA,50,30,10,NA,NA,NA,NA,10,58,42,26,65,39,50,35,43,"MS JULIA GILLARD","MR TONY ABBOTT"
"172",2013-03-24,"Morgan",43,3.5,46.5,30.5,10.5,NA,NA,NA,NA,12.5,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"173",2013-03-23,"Galaxy",NA,NA,47,32,12,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"174",2013-03-18,"Essential",45,2,47,35,9,NA,NA,NA,NA,8,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"175",2013-03-17,"Morgan",43.5,2.5,46,33,10.5,NA,NA,NA,NA,10.5,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"176",2013-03-16,"Nielsen",NA,NA,47,31,10,NA,2,NA,NA,10,56,44,38,58,43,53,43,49,"MS JULIA GILLARD","MR TONY ABBOTT"
"177",2013-03-11,"Essential",45,3,48,34,9,NA,NA,NA,NA,9,55,45,36,56,37,51,39,39,"MS JULIA GILLARD","MR TONY ABBOTT"
"178",2013-03-10,"Newspoll",NA,NA,44,34,11,NA,NA,NA,NA,11,52,48,32,57,36,55,42,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"179",2013-03-10,"Morgan",44,3,47,31.5,11,NA,NA,NA,NA,10.5,55.5,44.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"180",2013-03-07,"Galaxy",NA,NA,48,32,11,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"181",2013-03-04,"Essential",46,3,49,32,10,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"182",2013-03-03,"Morgan",42,3,45,33,10.5,NA,NA,NA,NA,11.5,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"183",2013-02-25,"Essential",46,3,49,34,9,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"184",2013-02-24,"Newspoll",NA,NA,47,31,11,NA,NA,NA,NA,11,55,45,30,58,33,55,36,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"185",2013-02-24,"Morgan",42,2,44,33.5,10,NA,NA,NA,NA,12.5,53.5,46.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"186",2013-02-18,"Essential",44,3,47,35,9,NA,NA,NA,NA,8,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"187",2013-02-16,"Nielsen",NA,NA,47,30,11,NA,2,NA,NA,10,52,48,40,56,42,55,45,49,"MS JULIA GILLARD","MR TONY ABBOTT"
"188",2013-02-11,"Essential",45,3,48,34,9,NA,NA,NA,NA,9,55,45,36,55,36,53,39,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"189",2013-02-10,"Morgan",42.5,2.5,45,33.5,9,NA,NA,NA,NA,12.5,54.5,45.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"190",2013-02-05,"Essential",45,3,48,34,10,NA,NA,NA,NA,8,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"191",2013-02-03,"Newspoll",NA,NA,48,32,9,NA,NA,NA,NA,11,56,44,36,52,33,56,41,39,"MS JULIA GILLARD","MR TONY ABBOTT"
"192",2013-02-03,"Morgan",39,3.5,42.5,38.5,8.5,NA,NA,NA,NA,10.5,50.5,49.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"193",2013-02-03,"Galaxy",NA,NA,48,35,10,NA,NA,NA,NA,7,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"194",2013-01-29,"Essential",44,3,48,35,10,NA,NA,NA,NA,7,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"195",2013-01-27,"Morgan",37,2,39,36,12,NA,NA,NA,NA,13,49.5,50.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"196",2013-01-21,"Essential",44,4,48,36,9,NA,NA,NA,NA,8,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"197",2013-01-14,"Essential",44,4,48,36,8,NA,NA,NA,NA,8,54,46,41,49,33,57,42,33,"MS JULIA GILLARD","MR TONY ABBOTT"
"198",2013-01-13,"Newspoll",NA,NA,44,38,9,NA,NA,NA,NA,9,51,49,38,49,29,58,45,33,"MS JULIA GILLARD","MR TONY ABBOTT"
"199",2013-01-13,"Morgan",39.5,2,41.5,36.5,10.5,NA,NA,NA,NA,11.5,51,49,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"200",2012-12-17,"Essential",45,3,48,36,8,NA,NA,NA,NA,8,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"201",2012-12-16,"Morgan",35,2.5,37.5,40,12,NA,NA,NA,NA,10.5,46.5,53.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"202",2012-12-15,"Nielsen",NA,NA,43,35,10,NA,2,NA,NA,10,53,47,46,50,34,63,50,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"203",2012-12-10,"Essential",45,3,48,36,8,NA,NA,NA,NA,8,54,46,37,53,33,56,43,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"204",2012-12-09,"Newspoll",NA,NA,46,32,11,NA,NA,NA,NA,11,54,46,36,52,28,59,43,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"205",2012-12-03,"Essential",44,3,47,37,9,NA,NA,NA,NA,7,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"206",2012-12-02,"Morgan",38,2.5,40.5,36,10.5,NA,NA,NA,NA,13,50.5,49.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"207",2012-11-30,"Galaxy",NA,NA,48,34,11,NA,NA,NA,NA,7,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"208",2012-11-29,"Morgan",43,1.5,44.5,36.5,8.5,NA,NA,NA,NA,10.5,52.5,47.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"209",2012-11-26,"Essential",44,3,47,36,10,NA,NA,NA,NA,8,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"210",2012-11-25,"Newspoll",NA,NA,43,36,11,NA,NA,NA,NA,10,51,49,37,52,30,61,46,33,"MS JULIA GILLARD","MR TONY ABBOTT"
"211",2012-11-19,"Essential",43,3,46,36,10,NA,NA,NA,NA,9,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"212",2012-11-18,"Morgan",35.5,3,38.5,36.5,11.5,NA,NA,NA,NA,13.5,49,51,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"213",2012-11-17,"Nielsen",NA,NA,45,34,12,NA,2,NA,NA,8,52,48,47,48,36,60,51,42,"MS JULIA GILLARD","MR TONY ABBOTT"
"214",2012-11-12,"Essential",42,3,45,37,9,NA,NA,NA,NA,8,52,48,41,49,33,58,33,58,"MS JULIA GILLARD","MR TONY ABBOTT"
"215",2012-11-11,"Newspoll",NA,NA,43,36,10,NA,NA,NA,NA,11,51,49,37,52,27,63,46,32,"MS JULIA GILLARD","MR TONY ABBOTT"
"216",2012-11-07,"Essential",43,3,46,37,9,NA,NA,NA,NA,8,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"217",2012-11-04,"Morgan",40.5,2.5,43,35.5,10,NA,NA,NA,NA,11.5,52,48,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"218",2012-11-04,"Galaxy",NA,NA,47,35,11,NA,NA,NA,NA,7,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"219",2012-10-29,"Essential",44,4,48,36,9,NA,NA,NA,NA,7,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"220",2012-10-28,"Newspoll",NA,NA,41,36,10,NA,NA,NA,NA,13,50,50,35,51,30,58,45,34,"MS JULIA GILLARD","MR TONY ABBOTT"
"221",2012-10-22,"Essential",44,3,47,36,9,NA,NA,NA,NA,7,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"222",2012-10-21,"Morgan",36.5,2,38.5,37.5,12.5,NA,NA,NA,NA,11.5,47.5,52.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"223",2012-10-20,"Nielsen",NA,NA,43,34,11,NA,2,NA,NA,10,53,47,47,48,37,60,50,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"224",2012-10-15,"Essential",44,3,47,36,9,NA,NA,NA,NA,8,53,47,41,51,37,54,37,54,"MS JULIA GILLARD","MR TONY ABBOTT"
"225",2012-10-10,"Essential",44,3,47,36,9,NA,NA,NA,NA,7,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"226",2012-10-08,"Essential",44,3,47,37,9,NA,NA,NA,NA,7,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"227",2012-10-07,"Newspoll",NA,NA,45,33,10,NA,NA,NA,NA,12,54,46,36,50,33,55,43,33,"MS JULIA GILLARD","MR TONY ABBOTT"
"228",2012-10-07,"Morgan",40,3,43,37,10.5,NA,NA,NA,NA,9.5,51,49,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"229",2012-09-24,"Essential",45,3,48,35,9,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"230",2012-09-23,"Morgan",38,3.5,41.5,37.5,10,NA,NA,NA,NA,11,50,50,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"231",2012-09-20,"Morgan",44.5,2.5,47,39.5,8,NA,NA,NA,NA,5.5,52.5,47.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"232",2012-09-17,"Essential",45,3,48,34,9,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"233",2012-09-16,"Newspoll",NA,NA,41,36,12,NA,NA,NA,NA,11,50,50,36,52,30,60,46,32,"MS JULIA GILLARD","MR TONY ABBOTT"
"234",2012-09-16,"Morgan",37.5,3,40.5,35,12,NA,NA,NA,NA,12.5,50.5,49.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"235",2012-09-15,"Nielsen",NA,NA,45,34,10,NA,2,NA,NA,9,54,46,42,53,36,59,47,44,"MS JULIA GILLARD","MR TONY ABBOTT"
"236",2012-09-10,"Essential",44,3,47,34,9,NA,NA,NA,NA,9,55,45,35,54,32,55,40,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"237",2012-09-03,"Essential",44,3,47,34,9,NA,NA,NA,NA,9,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"238",2012-09-02,"Newspoll",NA,NA,46,33,8,NA,NA,NA,NA,13,55,45,31,57,31,59,39,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"239",2012-09-02,"Morgan",39.5,2,41.5,34.5,11.5,NA,NA,NA,NA,12.5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"240",2012-08-27,"Essential",46,3,49,32,10,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"241",2012-08-25,"Nielsen",NA,NA,45,32,11,NA,2,NA,NA,11,56,44,39,57,39,57,46,45,"MS JULIA GILLARD","MR TONY ABBOTT"
"242",2012-08-20,"Essential",46,3,49,32,10,NA,NA,NA,NA,9,57,43,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"243",2012-08-19,"Newspoll",NA,NA,45,35,11,NA,NA,NA,NA,9,53,47,27,60,34,54,38,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"244",2012-08-19,"Morgan",42,2,44,34.5,10,NA,NA,NA,NA,11.5,53,47,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"245",2012-08-13,"Essential",46,3,49,32,10,NA,NA,NA,NA,8,56,44,31,57,36,51,36,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"246",2012-08-06,"Essential",46,3,49,33,10,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"247",2012-08-05,"Newspoll",NA,NA,45,33,10,NA,NA,NA,NA,12,54,46,29,59,32,56,36,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"248",2012-08-05,"Morgan",41.5,2,43.5,32,11.5,NA,NA,NA,NA,13,53.5,46.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"249",2012-07-30,"Essential",45,3,49,33,10,NA,NA,NA,NA,8,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"250",2012-07-28,"Nielsen",NA,NA,47,30,12,NA,2,NA,NA,9,58,42,37,58,39,56,43,48,"MS JULIA GILLARD","MR TONY ABBOTT"
"251",2012-07-23,"Essential",45,4,49,33,10,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"252",2012-07-22,"Newspoll",NA,NA,46,28,11,NA,NA,NA,NA,15,56,44,29,62,30,61,36,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"253",2012-07-22,"Morgan",41.5,1.5,43,31.5,12,NA,NA,NA,NA,13.5,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"254",2012-07-16,"Essential",46,3,49,31,10,NA,NA,NA,NA,9,57,43,32,58,35,53,37,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"255",2012-07-09,"Essential",46,4,49,31,11,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"256",2012-07-08,"Newspoll",NA,NA,48,31,11,NA,NA,NA,NA,10,56,44,27,61,32,57,36,39,"MS JULIA GILLARD","MR TONY ABBOTT"
"257",2012-07-08,"Morgan",41,2,43,29.5,14.5,NA,NA,NA,NA,13,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"258",2012-07-02,"Essential",45,3,48,32,10,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"259",2012-06-30,"Nielsen",NA,NA,48,28,12,NA,2,NA,NA,9,57,43,35,60,39,55,42,46,"MS JULIA GILLARD","MR TONY ABBOTT"
"260",2012-06-25,"Essential",46,3,49,33,10,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"261",2012-06-24,"Newspoll",NA,NA,46,30,12,NA,NA,NA,NA,12,55,45,30,59,31,58,39,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"262",2012-06-24,"Morgan",42.5,3,45.5,32.5,10,NA,NA,NA,NA,12,54.5,45.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"263",2012-06-18,"Essential",46,3,49,33,10,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"264",2012-06-17,"Galaxy",NA,NA,49,31,12,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"265",2012-06-12,"Essential",46,3,49,32,10,NA,NA,NA,NA,9,56,44,34,54,32,54,37,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"266",2012-06-10,"Newspoll",NA,NA,44,31,14,NA,NA,NA,NA,11,54,46,32,58,32,59,42,38,"MS JULIA GILLARD","MR TONY ABBOTT"
"267",2012-06-10,"Morgan",39.5,3,42.5,33,12.5,NA,NA,NA,NA,12,52,48,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"268",2012-06-04,"Essential",47,3,50,33,10,NA,NA,NA,NA,7,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"269",2012-06-03,"Morgan",43.5,1.5,45,32.5,10.5,NA,NA,NA,NA,12,55.5,44.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"270",2012-06-02,"Nielsen",NA,NA,48,26,14,NA,2,NA,NA,10,58,42,36,60,39,57,44,46,"MS JULIA GILLARD","MR TONY ABBOTT"
"271",2012-05-28,"Essential",47,3,50,33,10,NA,NA,NA,NA,7,57,43,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"272",2012-05-27,"Newspoll",NA,NA,46,32,12,NA,NA,NA,NA,10,54,46,30,60,31,60,40,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"273",2012-05-27,"Morgan",47,2,49,27.5,13,NA,NA,NA,NA,10.5,58,42,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"274",2012-05-21,"Essential",46,3,49,33,10,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"275",2012-05-20,"Morgan",44,1.5,45.5,32,10.5,NA,NA,NA,NA,12,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"276",2012-05-14,"Essential",47,3,50,30,11,NA,NA,NA,NA,9,57,43,31,60,36,53,38,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"277",2012-05-13,"Newspoll",NA,NA,45,30,12,NA,NA,NA,NA,13,55,45,27,63,34,56,36,40,"MS JULIA GILLARD","MR TONY ABBOTT"
"278",2012-05-13,"Morgan",43.5,2.5,46,30.5,12,NA,NA,NA,NA,11.5,55.5,44.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"279",2012-05-10,"Nielsen",NA,NA,49,28,12,NA,3,NA,NA,9,58,42,35,60,44,52,42,50,"MS JULIA GILLARD","MR TONY ABBOTT"
"280",2012-05-10,"Morgan",48.5,2,50.5,29,10,NA,NA,NA,NA,10.5,58,42,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"281",2012-05-07,"Essential",47,3,50,29,11,NA,NA,NA,NA,9,58,42,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"282",2012-05-06,"Morgan",43,2.5,45.5,29.5,12,NA,NA,NA,NA,13,55.5,44.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"283",2012-04-30,"Essential",46,3,50,31,11,NA,NA,NA,NA,9,57,43,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"284",2012-04-29,"Newspoll",NA,NA,51,27,11,NA,NA,NA,NA,11,59,41,28,63,33,55,36,41,"MS JULIA GILLARD","MR TONY ABBOTT"
"285",2012-04-29,"Galaxy",NA,NA,49,30,13,NA,NA,NA,NA,8,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"286",2012-04-23,"Essential",45,3,48,31,11,NA,NA,NA,NA,9,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"287",2012-04-22,"Morgan",45.5,2,47.5,30,12,NA,NA,NA,NA,10.5,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"288",2012-04-19,"Morgan",46.5,1,47.5,30,11.5,NA,NA,NA,NA,11,56,44,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"289",2012-04-16,"Essential",45,3,48,31,11,NA,NA,NA,NA,9,56,44,32,58,38,50,38,36,"MS JULIA GILLARD","MR TONY ABBOTT"
"290",2012-04-15,"Newspoll",NA,NA,48,29,12,NA,NA,NA,NA,11,56,44,28,62,35,54,39,41,"MS JULIA GILLARD","MR TONY ABBOTT"
"291",2012-04-15,"Morgan",44,2.5,46.5,31,12.5,NA,NA,NA,NA,10,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"292",2012-04-10,"Essential",47,3,50,31,11,NA,NA,NA,NA,9,57,43,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"293",2012-04-02,"Essential",46,3,48,33,11,NA,NA,NA,NA,8,55,45,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"294",2012-04-01,"Morgan",41.5,3,44.5,32,13,NA,NA,NA,NA,10.5,53.5,46.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"295",2012-03-31,"Nielsen",NA,NA,47,27,13,NA,2,NA,NA,10,57,43,35,60,44,52,42,50,"MS JULIA GILLARD","MR TONY ABBOTT"
"296",2012-03-26,"Essential",45,3,48,34,10,NA,NA,NA,NA,9,54,46,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
"297",2012-03-25,"Newspoll",NA,NA,47,28,11,NA,NA,NA,NA,14,57,43,31,58,32,58,40,37,"MS JULIA GILLARD","MR TONY ABBOTT"
"298",2012-03-25,"Morgan",40.5,4.5,45,36.5,12.5,NA,NA,NA,NA,6,51.5,48.5,NA,NA,NA,NA,NA,NA,"MS JULIA GILLARD","MR TONY ABBOTT"
